date,user,text,label
2020-01-26 15:09:21+00:00,zakinurw,"Hp gua buatan China, apakah hp gua terpapar virus Corona?",Hoaks
2020-01-26 14:52:31+00:00,ikhlasulamalll,"Denger-denger dari orang virus corona ga bertahan lama, soalnya virus buatan China.",Hoaks
2020-01-26 13:46:44+00:00,MFI999,Nanya serius ini mah.... Virus Corona nyebar lewat hp xiaomi ga? Hp xiaomi kan buatan china.,Hoaks
2020-01-26 10:39:16+00:00,ahmdzdnihsn,"Virus Corona dari china, xiao mi buatan china, Xiao Mi dapat menularkan virus corona? 😐",Hoaks
2020-01-26 10:31:32+00:00,wildasahila,"Virus corona gak akan bertahan lama, kan buatan china.",Hoaks
2020-01-26 10:01:57+00:00,kemitris,"Virus Corona yang menyebar di China, (ditengarai) adalah virus buatan manusia. Jadi kalau itu virus buatan manusia dan bocor, maka itu sejatinya adalah KEJAHATAN KEMANUSIAAN.",Hoaks
2020-01-26 07:19:27+00:00,jeeeeey__,"Hebatnya China : Meski diserang virus corona, seri HP buatan mereka makin laris manis. Bodohnya Indonesia : Walau kena banjir tetep update story pake HP buatan china.",Hoaks
2020-01-26 06:00:48+00:00,sfy_ahmad,"FYI, virus corona bisa tertular dari HP xiaomi anda, tp tidak akan bertahan lama karena buatan china 😁 #VirusCorona #coronovirus",Hoaks
2020-01-26 05:37:37+00:00,haiyaaak,"Percaya Atau ngga Corona Virus itu virus buatan Amerika yg gue percaya sengaja di sebarin oleh mereka , supaya Rate Dollar naik dan China asetnya menurun demi pencegahan Virus tsb #CoronavirusOutbreak #CoronaOutbreak #coronarvirus",Hoaks
2020-01-26 05:25:56+00:00,Ardhios_,Kalau bener virus corona ini buatan china yang lepas dari lab... Bener bener anjing tuh yang sengaja nyiptain!! Ketakutan gua setiap nonton film zombie malah jadi bener nyata,Hoaks
2020-01-25 23:06:41+00:00,unclejoen,"Virus corona? Teoring konspirasi untuk mengurangi populasi manusia, apalagi kota Wuhan merupakan kota dengan penduduknya terbanyak di China, dan bisa jadi virusnya juga buatan manusia demi kepentingan politik #saveuighur",Hoaks
2020-01-25 19:35:48+00:00,GRUNGE_GO,"Virus Corona buatan China, yg terjangkit kebanyakan orang China, emang belegug orang² komunis China. 🇨🇳 🖕🏼 #coronarovirus",Hoaks
2020-01-25 18:08:50+00:00,88Gemilang,"SENJATA MAKAN TUAN 😱😱😱 Fakta yang ditemukan Virus Corona adalah bukan Virus Baru alami , melainkan Virus buatan China yang sengaja dipersiapkan sebagai senjata Biologis yang akan digunakan jika terjadi konflik dengan Negara lain / WW lll",Hoaks
2020-01-25 14:54:38+00:00,Owwwwdeesy,Virus Corona gak akan bertahan lama karena buatan china eh #coronarovirus,Hoaks
2020-01-25 10:00:06+00:00,fikrih_us,Aku curiganya kalo virus corona itu hasil buatan pemerintah cina untuk mengurangi jumlah kepadatan penduduk di china yah semacam genosida yang dilakukan dengan cara yang pasif dan terstruktur... #skeptis #viruscorona #holocaust #efekingatholokaus #tidakmeniduhtapiskeptis,Hoaks
2020-01-25 04:41:20+00:00,saltlander,"apakah virus corona bisa menular lewat aplikasi buatan china...,tiktok misalnya?",Hoaks
2020-01-24 14:16:10+00:00,Eri_Zoel,"Ngeri jg sm virus Corona, jd was² dlm 2 hr ini sdh mbeli onlen 2 produk buatan/merk China.",Hoaks
2021-11-29 13:13:38+00:00,GendonRamsay,"Elit global sebenarnya memberikan solusi nyata dalam melawan global warming. Mereka tahu manusia merupakan akar segala masalah, jadi adanya varian baru virus Corona diharapkan menjadi solusi menghadapi global warming 🙏",Hoaks
2021-08-11 04:14:29+00:00,prygrn,aku masih yakin kalau corona virus adalah sebuah mekanisme pengurangan jumlah populasi manusia yang dibuat oleh elit global karena cadangan penunjang kehidupan di bumi sudah krisis,Hoaks
2021-07-09 18:02:58+00:00,ubirebusungu,Ternyata yg ada di film² itu bener. Pasti penjahatnya Pngn menguasai dunia kan? Dan sekarang kejadian beneran. Itu elit global sengaja² bikin virus Corona juga buat menguasai dunia. Mereka ngaku trs bangga lg 😭 ketawa² diatas ribuan korban yg lg menderita &amp; yg udah meninggal 😭,Hoaks
2020-10-28 21:05:48+00:00,antivist666_,"corona virus dibuat elit global supaya cristiano ga main lawan barca. fuck elit global, corona cuma hoax. elit global adalah turunan catalan yang ditindas franco.",Hoaks
2020-10-08 12:51:33+00:00,AchieSwara,"Ingin bertanya, setelah demo besar2an ini apakah ada yg terkena virus Corona?? Ada ga kira2 berita nya? Katanya kan ga boleh kumpul2. Berarti covid ini apa? Apakah cuma konspirasi elit global??",Hoaks
2020-10-08 11:36:00+00:00,aizfariss,Psbb memperkecil penyebaran virus corona Keputasan Dpr memperluas penyebaran virus corona Halo top global eh elit,Hoaks
2020-09-14 14:11:09+00:00,agustianeta,Apakah salah satu tanda dari Corona adalah perubahan status mental yang membuat seseorang bawaannya mau melukai ulamaaaa aja? Apa mungkin ini jenis virus lain? Fiks virus ciptaan elit global,Hoaks
2020-09-02 13:28:31+00:00,opiniake,"Entah corona diciptakan elit global utk kepentingan kantong dan kekuasaan, its just conspiration not solution. Kita mst sadar, kwlpun mmg benar.. tak mngkn jg menghilangkan corona kan? ia ttp ada. Skrg, ikuti sj protol kesehatan. Smw kebijakan sesuai fakta karakteristik virus kok",Hoaks
2020-07-21 02:24:13+00:00,ayuhsundari,"Bebas si kalau masih berfikir corona ini konspirasi atau permainan elit global, terserah. Tapi yang perlu di ketahui menjaga kesehatan itu PENTING. Pakai masker, rajin cuci tangan bukan cuma menghindar dari corona, tapi dr virus/ kuman lainnya.",NonHoaks
2020-06-24 12:36:08+00:00,andihidayat,"Pada hari minggu ku turut ayah ke kota. Sampai kota aku ga boleh keluar rumah. Katanya lagi ada viral virus corona. Yang dikendarai oleh kaum elit global dunia. Hey tuk tik tak tiktuk tik tak tiktuk, tiktak tiktuk, tuk tiktak tik tuk... (((suara isi dompet)))",Hoaks
2020-06-13 15:40:58+00:00,er__HK,virus corona konpirasi elit global. helm produk kapitalis. lama lama makin banyak aja produk peju gagal kek gini mikir pake dengkul.,Hoaks
2020-05-29 00:03:30+00:00,irvinkelmarreza,Pada percaya corona itu virus biasa ga?apa lebih percaya corona tuh cuma akal akalan politik elit global?,Hoaks
2020-05-22 08:00:58+00:00,Gusaguuus,Ayolah Indonesia!!! Corona itu ajang bisnis bagi kaum elit global. Jangan diperbudak media. Jangan takut berlebihan dengan corona. Lebih baik membiasakan diri dengan virus itu agar tubuh terbiasa sehingga imun kita jadi kebal Kambing &amp; pepaya aja setelah di tes positif corona,Hoaks
2020-05-21 18:11:31+00:00,agithaanggs,Aku curiga virus corona ini adalah konspirasi elit global untuk membuat generasi penerus semakin bodoh dgn cara SFH dan kuliah online!!! Anjg,Hoaks
2020-05-08 10:53:46+00:00,MATlRASA,"hampir semua prediksi The Simpsons itu benar, mulai dari Trump jadi Presiden sampai Virus Corona. apakah elit Global yang selama ini kita cari adalah The Simpsons ?",Hoaks
2020-05-07 06:38:18+00:00,pendudugmars,"bahwasanya virus corona itu bukanlah konspirasi elit global, melainkan sistem yin &amp; yang dari alam semesta supaya tetap harmoni &amp; seimbang sekian dari kaum elit gembel",Hoaks
2020-05-06 12:43:50+00:00,TimurAtambua,"Kalo omongan JRX ternyata bener bahwa dunia dikendalikan elit global dan virus corona itu ternyata ngga ada, jadi.. aku boleh minta nomor wa kamu ngga?",Hoaks
2020-05-04 18:59:17+00:00,menkogaurus,"Mau corona dari elit global kek, lab wuhan kek, trenggiling kek, kalelawar kek, semuanya sama sama konspirasi. Kenapa? Karena emang belum terjawab secara ilmiah itu virus dari mana asal muasalnya lalu pindah ke manusia gimana caranya.",NonHoaks
2020-05-04 13:05:45+00:00,Fathir_ALkhatir,"Virus Corona kalah di Taiwan dgn tanpa lockdown. Entah mereka percaya Konspirasi elit global atau engga, tapi satu negara ini kompak dan berhasil membuat 17 hari berturut-turut tanpa ada kasus covid baru. Hebatnya mereka lakukan itu sendiri, tanpa bantuan WHO atau negara lain.",Hoaks
2020-05-04 08:31:30+00:00,Cappucino2020,Saya agak aneh dengan orang-orang yang menganggap remeh dengan kasus virus Corona dan menyalahkan WHO padahal WHO telah berjuang keras untuk membuat obat untuk menyembuhkan penyakit Corona dan mereka semua mengira ini adalah pekerjaan elit global yang ingin merusak dunia 🤦🤦,NonHoaks
2020-04-29 20:51:07+00:00,POG_94,"Nah mari bersepakat elit global ini nyata, virus corona buatan manusia, NWO makin deket dan lain sebagainya. Terus cara ngelawannya gimana? Kan katanya elit global jumlahnya cuma 1% dari penduduk bumi, ya sekitar 70.000.000.000 orang. Masih banyakan warga +62 lah. Masa sulit?",Hoaks
2020-04-29 16:48:31+00:00,Rzkimhrdk,"Bagaimana jika jrx ternyata adalah suruhan elit global yg menciptakan corona virus untuk membuat chaos negara agar orang2 tidak patuh pada aturan, keluar rumah dan akhirnya banyak yg terjangkit virus alias mploken iku konspirasi",Hoaks
2020-04-22 18:21:24+00:00,gazaplstn37,"Corona,teori konspirasi Elit Global atau cuma virus?. #MataNajwa",Hoaks
2020-04-21 09:35:47+00:00,pjjack4,Virus corona itu dibuat oleh elit global dan disebarkan dan beritanya dilebih2kan,Hoaks
2020-04-19 14:32:41+00:00,_Dewa66,"Sebelum ada Coronapun yang namanya virus mematikan itu ada, dan tentu yang namanya meninggal itu satu ketetuan yang tak dapat dielakan ini fakta lho. Jadi buat pribadi saya bahwa fenomena Corona ini adalah hal yang di rekayasa permainan elit global yang ingin menjadi super power",Hoaks
2020-04-12 12:31:02+00:00,conan_idn,Elit Global nambahin Asam Amino pada Corona Virus supaya cepat menyebar ~ FE101 BOSS DARLING,Hoaks
2020-04-01 17:17:22+00:00,mbah_mijan,"Saya sangat yakin, jika Elit Global mau, Amerika Serikat akan jadi negara terparah akibat Covid19. Kalo perlu, Trump akan dicekokin Virus Corona langsung ke mulutnya. Puncak kemarahan Elit Global dipicu kurang lakunya rapid test yang udah menelan banyak biaya.",Hoaks
2020-03-27 04:55:26+00:00,classic_ten,Disaat corona lg parah2nya di indonesia tp kenapa banyak investor yg malah masuk ke bursa saham lagi ya? Apakah ini pertanda bahwa virus ini sudah bisa diatasi oleh pemerintah? Hanya tuhan dan para elit global yg tau,Hoaks
2020-03-14 23:57:54+00:00,fakhryMI,sampai saat ini gua masih yakin corona itu konspirasi elit global.masalah korban nya bertambah bukan karna virus itu menyebar.tapi di sebarkan.,Hoaks
2020-02-28 16:44:35+00:00,ruangsigit,Selama aku beranjak dewasa berikut virus-virus pemusnah masal yang mbuh dari mana dan dikembangkan siapa... 1. Flu Burung 2. Flu Babi 3. SARS MERS 4. Ebola 5. Corona... Mungkin emang bener elit global mau ngurangin jumlah manusia.,Hoaks
2020-02-06 01:10:43+00:00,Iyan_KH,"Ditengah kegentingan global atas ancaman pandemic virus corona, elit kita malah asyik politicking isu isu retjeh. Memuakkan...!!!",Hoaks
2020-02-04 13:13:28+00:00,KakMans7,Virus Corona?? Ahh itu hanyalah konspirasi yang dibuat oleh elit global dengan tujuan tertentu. 😏😏,Hoaks
2020-01-30 15:59:23+00:00,pinggangkulinu,virus corona tuh konspirasi elit global tau.,Hoaks
2021-07-02 00:11:33+00:00,KarnoRembo,"Ikutin aku pagi bangun tidur minum air putih anget supaya menghilangkan Ilak dan bisa angkat mengeluarkan Ilak soalnya virus Corona berasal dari Ilak menutupin paru2 sesak, jantung kelelahan,peredaran darah jadi sakit panas,maka sakit virus Corona butuhkan ventilator angkat ilak",Hoaks
2021-06-26 09:44:28+00:00,donisetiaw72,"Buat seluruh masyarakat untuk menangkal virus corona 1 . Bangun tidur minum 1 gelas air putih hangat 2 . Setelah mandi pagi / sore minum 1 gelas air teh + cengkeh hangat 3 . Untuk makan pagi, siang dan sore sertakan untuk di makan daun kemangi 🙏 Salam Sehat buat NKRI",Hoaks
2020-12-03 05:54:00+00:00,kknumy052,Tips yang bisa dilakukan setiap hari untuk meningkatkan imun tubuh saat pandemi virus corona : 1. Istirahat cukup 2. Olahraga 3. Konsumsi yg bergizi 4. Perbanyak air putih 5. Hindari stress @kknumy @UMYogya #kknumy #umymengabdi,NonHoaks
2020-11-20 06:24:07+00:00,pututherev,Jika telah terkena corona mengobati dengan vaksin dan harus banyak minum air putih karena virus bisa larut jika terkena air putih Pencegahan juga harus banyak minum air putih kosong,Hoaks
2020-05-28 22:18:47+00:00,AriyonoL,"1. Mengatasi virus Corona itu sederhana kok. Jika merasa ada gejala terkena, istirahat full, perbanyak asupan vit c dan e. Perbanyak minum air putih dan makan buah2an.",NonHoaks
2020-04-11 23:44:15+00:00,nkbthiofficial,"Untuk mencegah Virus Corona, Setiap hari kita hrs, Mkn Buah dan Sayur. Tidur yg cukup. Minum air putih hangat yg cukup. Olahraga di rumah sampe keringetan. Usahain kena matahari pagi. Dan kalo kluar rmh jgn lupa Cuci Tangan. Cuci Tangan. Cuci Tangan. Jgn pernah bosen.",NonHoaks
2020-04-05 00:33:19+00:00,sanfloweroil,"buat kalian yg lg pilek batuk saat corona pandemic spt ini jgn panik, minum air putih anget aja teruss sama minum vit c. gpp pipis mulu, yg penting minum terus. semakin kita basah, virus semakin ga suka.",Hoaks
2020-03-31 06:54:56+00:00,SansanZirma,"Teman2 mari lindungi diri kita dari penyebaran virus corona. Minum air putih di perbanyak dari biasanya, kalau bisa tenggorokan jgn kering. Karna virus masuk itu melalui saluran tht. Dimulai dari mulut, tenggorkan, lambung yg menempel di dinding sel. Jaga kesehatan ya teman2",Hoaks
2020-03-29 15:29:47+00:00,muclasmgyahooc2,"Untuk pencegahan Virus Corona, selain dede berjemur Matahari di pagi hari Jam 08.00 - 10.00 Wib. Kita banyak minum air putih / Teh panas, rempah2 jawa : jahe, temu lawak, kayu manis,sere, kunyit, jeruk nipis dan gula batu sedu air panas menidih, setelah hangat baru diminum.🙏",NonHoaks
2020-03-29 04:22:25+00:00,davidd_txt,"Supaya daya tahan imun tinggi ga rentan virus macem corona harus banyak minum air putih. 1 jam 1x. Gausah tiap jam 1 gelas, cicil aja 1 jam bbrp teguk. Ini bukan hidup sehat, ini hidup seimbang. 😠😠😠 Nurut ga loe?!",Hoaks
2020-03-28 16:15:50+00:00,KevinHake4,"+62 alkohol itu bukan menghilangkan wabah virus corona,itu salah yang benar adalah minum air putih aja udah cukup.",Hoaks
2020-03-26 00:35:25+00:00,portalmahakam,"Pagi ini usahakan sarapan yang cukup, perbanyak minum air putih. Dan ingat hindari pusat keramaian untuk mencegah diri dari penyebaran virus corona.",NonHoaks
2020-03-25 06:25:05+00:00,tolongdibukain,Yang bikin hoaks minum air putih anget tiap setengah jam buat ngelunturin virus corona di tenggorokan berantem deh yuk Nyokap w ojol2 nelp dan ngasih tau trik itu katanya ada di FB. Ya Allah 😭😭😭😭,NonHoaks
2020-03-25 05:17:35+00:00,budioso,"Kalau badan dirasa mau drop, cepet makan yang banyak, minum air putih yang banyak, minum vitamin, susu dll, apapun lakukanlah Jangan lupa cukup tidur Intinya teruslah fit untuk menangkal virus Corona Dan pastinya jangan lupa berdoa agar semua selamat &amp; Indonesia bebas Corona",NonHoaks
2020-03-23 08:15:51+00:00,1042mstrifm,"MS TRI FM - Akademia, Ada beberapa kebiasaan simple yang efektif tangkal Virus Corona, yaitu jangan stress berlebihan, makan tepat waktu dan teratur, rajin berolahraga, banyak minum air putih, tidur yang cukup. (Michelle, 23/03) #SELAMATSORE #MSTRIFM",NonHoaks
2020-03-16 05:26:26+00:00,DedekAceh_74,"Intinya jaga stamina,minum air putih yg cukup,jaga interaksi langsung sama org lain..,smoga kita di beri kesehatan... Terhindar dari virus Corona.. Amin... #GerakanSocialDistancing #GerakanSocialDistancing",NonHoaks
2020-03-16 03:17:04+00:00,ZakkyAdhar_,"Sesering mungkin minum air putih, biar tenggorokan gak kering.. biar virus corona kebawa ke lambung, mati karena asam lambung.",Hoaks
2020-03-16 02:38:49+00:00,berralubis,"untuk pecegahan virus corona mesti sering minum air putih 15 menit sekali kata pak dokter,ingat air putih yah bukan kopi @elsa_selviana bahaya kalo 15 menit sekali minum kopi🙄🙄",Hoaks
2020-03-15 23:46:15+00:00,Megakumiko25,"Rakjel kyk ane dlm menyikapi virus corona ini 1. Cuci tgn, sblm dan sesudah keluar rmh 2. Sll bw multivitamin, handwash, hand sanitizer, tissue basah. 3. Kl terpaksa beli mkn/minum, mending bungkus makan di rumah 4. Byk minum air putih 5. Tidur ckp 6. Still At home is better",NonHoaks
2020-03-15 12:58:21+00:00,NurbahrunH,"Yuk bersama cegah virus corona dengan banyak minum air putih , air hangat , madu , lalu minum susu agar pernafasan menjadi sehat , lalu terbiasa cuci tangan dengan sabun , dan juga jgn sholat 5 waktu , jagalah kesehatan kita mulai sekarang dgn mencegah lebih baik sebelum kena .",NonHoaks
2020-03-15 12:56:28+00:00,Nitaluvt,"Sekarang di Indonesia negara kita tercinta sudah ada yang terjangkit virus COVID-19 atau CORONA. Jangan panik teman teman. Perbanyak minum air putih, rajin cuci tangan, dan makan makanan sehat. Jika daya tahan tubuh kalian baik, virus akan kalah 🙏",NonHoaks
2020-03-15 10:48:37+00:00,dinoraauruss,Info dr. Gia ttg virus corona bisa hilang dgn minum air putih dah ada aja yg share di grup wassap hadeh. Skrinsyutannya dri instagram pula,Hoaks
2020-03-15 10:39:30+00:00,noichil,Sedih ada sejawat yg ngepost hoax tentang minum air putih bisa mengurangi virus Corona di tenggorokan (plus kumur dengan air garam dan cukanya) 😭,Hoaks
2020-03-15 09:56:59+00:00,remajamasjid___,"Virus Corona ((katanya)) ud sampe kajen😭😭😭😭 jangan lupa ttp jaga kebersihan, cuci tangan 2jam sekali pakai sabun, minum air putih setiap 15menit(sedikit2 gpp) jika batuk hrs pakai masker",Hoaks
2020-03-15 04:54:44+00:00,banghajial,"Corona. Perbanyak minum air putih, bikin air putih di campur garam dibacakan Alfatihah, ayat kursi, ayat2 pendek dan jangan lupa sholawat. . Dengan virus sekecil itu kita jadi semakin tau Allah Maha Besar.",Hoaks
2020-03-15 03:41:34+00:00,irsyadanur1,"tips untuk menangkal dan menghambat virus corona ke tubuh kita...apabila tenggorokan kt terasa gatal2 mau batuk dan flu cepat ambil air putih hangat 1 gelas lalu masukkan cuka apel satu sendok makan aduk2 lalu minum selama 3xsehari sampai t^nggorokan kita enakan,semoga bermanfaat",Hoaks
2020-03-15 01:08:32+00:00,MonkeyFast20,"Damn panik gue gara gara wabah virus Corona meningkat di RI &amp; kemarin ada pasien yg kabur di dekat RS kampus gue. Masuk angin, perut gak enak sedikit aja langsung banyak banyak minum air putih.",Hoaks
2020-03-14 14:42:06+00:00,yunnnnkkiiiiiii,"FYI GAIS! Pintu masuk virus corona itu tenggorokan, jadi usahain tenggorokan kita jangan sampe kering. Usahain minum air putih 15 menit sekali tp dikit² gapapa. Biar virus yg nempel di dinding sel kebawa sama air &amp; dibawa ke lambung dan mati oleh asam lambung:) #Covid_19",Hoaks
2020-03-14 07:50:05+00:00,primecryptoc,"Dor! Kalian ttp jg kesehatan yaa banyak2in minum air putih&amp;cuci tangan terusss ,&amp;berdoa smoga kita dijauhkan dari wabar virus corona aamiin aamiin yarabbal alamiin",Hoaks
2020-03-14 05:13:26+00:00,olyolliee,"dalam rangka mencegah virus corona, banyakin minum air putih ly bukan nyobain light beer baru 😂",Hoaks
2020-03-14 04:35:11+00:00,ASLIMALANG2,"Menghadapi virus Corona, saya mengimbau masyarakat tetap tenang, kita tak perlu takut meski tetap waspada. Ikuti langkah-langkah berikut 1. Tingkatkan sistem imun tubuh dengan makan makanan bergizi, minum air putih 8 gelas sehari, rajin olahraga dan istirahat cukup #VirusCorona",Hoaks
2020-03-14 03:39:00+00:00,NgkongRoses,"Adanya wabah virus Corona, meskipun sudah menyebar ke seluruh penjuru dunia, wajar adanya kekhawatiran. Namun, harus berpikir bijak, tdk perlu panik, usahakan tetap sehat dg berolah raga, makan seimbang, multivitamin, istirahat cukup dan minum air putih. #JanganPanikOlehCorona",NonHoaks
2020-03-14 01:06:37+00:00,masterfiksi,"Minum air putih yang banyak termasuk pencegahan virus corona, karena terdorongnya kelambung virus yang menempel di tenggorokan akan membuat virus mati dengan reaksi asam lambung. -- ZR.Yunita",NonHoaks
2020-03-09 12:16:50+00:00,aziz_ikwan,"Tambahan warga yang positif virus corona merupakan warga negara indonesia yang baru saja melakukan perjalanan dari luar negeri. Tetap waspada, Air putih dan buah2an perlu ditingkatkan. Imunitas menjadi benteng pertama bagi kita",NonHoaks
2020-03-08 22:53:31+00:00,elamcihuy,"Tips agr tdk panik dan khawatir sama virus Corona: -matikan media sosial mu -jngan nonton tv -teman disekeliling cerita tntang virus Corona lngsung menjauh kitanya -meanggap virus Corona pnyakit flu biasa aj -olahraga, air putih, dn istrhat yg cukup. -yakin Allah melindungi kita",Hoaks
2020-03-06 07:53:12+00:00,NyiMasRuminah,"Ingin terhindar dari Virus Corona ?1. Olahraga teratur 2. Makan buah bangun tidur sebelum gosok Gigi, spy enzim2 yg bermanfaat ikut terserap tubuh.3. Banyak2 minum air putih hangat.4. Makan teratur 3 x sehari5. minum vitamin 6.tidur cukup 7. Baca Al Kahfi setiap Hari jumat by JW",Hoaks
2020-03-05 05:30:32+00:00,Bambangirwant12,"Soalnya virus Corona bsa dicegah, asalkan kita hidup sehat. Misalnya rutin berolahraga, makan sayur dan buah, banyak minum air putih, juga termasuk mencuci tangan. #BPJSEdukasiCorona",NonHoaks
2020-03-05 04:24:43+00:00,KangSabar19,"Untuk mencegah Virus Corona, lakukan beberapa hal, -Mkn Buah dan Sayur. -Tidur yg cukup. -Minum air putih -Olahraga di rumah sampe keringetan. -Usahain kena matahari pagi. Dan biasakan -Cuci Tangan. #RakyatBersatuLawanCorona",NonHoaks
2020-03-03 23:29:24+00:00,RRIPro2Jogja,"Sahabat, hal apa yang sudah kamu lakukan untuk menghindari Virus Corona ? Kalau @vinaamhyfza sekarang berusaha untuk jaga kebersihan dan memperbanyak mengkonsumsi air putih, Bagaimana dengan sahabat ?#HOTKEPO #Pro2Activity with @VinaaMhyfza #ThePromotorDiMLC",Hoaks
2020-03-02 16:35:13+00:00,bligungyudha,"Untuk mencegah Virus Corona, Setiap hari kita hrs, Mkn Buah dan Sayur. Tidur yg cukup. Minum air putih hangat yg cukup. Olahraga di rumah sampe keringetan. Usahain kena matahari pagi. Dan kalo kluar rmh jgn lupa Cuci Tangan. Cuci Tangan. Cuci Tangan. Jgn pernah bosen.",NonHoaks
2020-03-02 05:16:44+00:00,raisadeline,"Yg terpenting jaga kesehatan! Gausah Corona, virus yg lain jg gampang masuk tubuh kalo imun kita lg turun. Banyak minum air putih, makan &amp; istirahat teratur. Olahraga &amp; minum vitamin. Stay safe!",NonHoaks
2020-03-03 07:44:51+00:00,lilmeowsleep,"Virus Corona dapat di cegah dengan: -Makan-makanan yang sehat, -Minum air putih yang banyak (minimal 8 gelas), -Masak makanan sampai matang, jangan lupa makan buah dan sayur, -Hidup bersih dan sehat, -Jangan lupa cuci yang pakai sabun di air mengalir😊",NonHoaks
2020-03-02 15:52:04+00:00,afrzlfahmi,"Dawam wudhu terus insyaAllah virus corona gamau masuk. Buah2an juga janlup dimakan, air putih diminum, jaga daya tahan tubuh, cukup tidur, pake masker juga sabi.",Hoaks
2020-04-22 12:16:26+00:00,AnakMedan1974,"Bila tubuh kita jaga stamina, dg makanan bergizi, maka tubuh kita dpt melawan virus Corona. Sebaiknya pasien Covid-19 diberi makanan bergizi, multivitamin dan bnyk minum air putih. Olahraga secukupnya dan pikiran yg positif. #COVID19 #VirusCorona #QuarantineQuotes",NonHoaks
2020-03-17 18:43:33+00:00,Minang_cyber,"Teman"" ane di daerah"" jgn panik dgn ada nya virus Corona dan jgn jga menganggap enteng virus Corona tersebut inti nya teman"" jga diri dan jaga keluarga. Terus jaga stamina dan banyak makan buah""an dan minum air putih.. Dan yg paling utama banyak ibadah sesuai dgn agama masing""",NonHoaks
2020-03-16 10:09:15+00:00,berlian_timur28,"caraku melawan virus corona dg makanan masak sendiri di rumah,byk minum air putih,byk istirahat,byk menyanyi dan membiarkan hati selalu bersukacita dan bahagia. semoga kita semua dijauhkan dr sakit yg membahayakan.amin",NonHoaks
2020-03-19 04:41:03+00:00,AgusEka14028035,"Makanlah makanan yg bergizi,istirahat yg cukup,banyak minum air putih,olah raga teratur,jaga kebersihan,insyAllah tidak tertular Corona Virus#CoronaVirusChallenge",NonHoaks
2020-03-03 06:02:12+00:00,ikramarki,"jangan lupa makan siang, minum air putih yang banyak, jangan lupa cuci tangan pake sabun dan jaga kebersihan karena kebersihan selain bisa mengurangi risiko terjangkit virus corona, juga sebagian dari iman.",NonHoaks
2020-03-02 15:39:59+00:00,odangmarcell,"Untuk mencegah Virus Corona, Setiap hari kita hrs, Mkn Buah dan Sayur. Tidur yg cukup. Minum air putih hangat yg cukup. Olahraga di rumah sampe keringetan. Usahain kena matahari pagi. Dan kalo kluar rmh jgn lupa Cuci Tangan. Cuci Tangan. Cuci Tangan. Jgn pernah bosen.",NonHoaks
2020-03-02 15:02:19+00:00,rachmarach08,"Diceramahin ponakan cewe, katanya harus waspada sama virus corona. Disuruh jg banyak makan dan minum air putih. Ponakan panik liat berita, tantenya biasa aja, kebalik 😂",Hoaks
2020-03-02 14:24:07+00:00,anggarekza,"Untuk mencegah Virus Corona, Setiap hari kita hrs, Mkn Buah dan Sayur. Tidur yg cukup. Minum air putih hangat yg cukup. Olahraga di rumah sampe keringetan. Usahain kena matahari pagi. Dan kalo kluar rmh jgn lupa Cuci Tangan. Cuci Tangan. Cuci Tangan. Jgn pernah bosen.",NonHoaks
2020-03-03 01:07:27+00:00,faizaufi,"untuk mencegah virus corona, setiap hari kita hrs, mkn buah dan sayur. tidur yg cukup. minum air putih hangat yg cukup. olahraga di rumah sampe keringetan. usahain kena matahari pagi. dan kalo kluar rmh jgn lupa. cuci tangan. bilas muka. gosok gigi. evaluasi.",NonHoaks
2020-03-02 14:07:39+00:00,Papa_Eko_,Banyak teori pencegahan virus Corona. Versi saya: 1) Minum multi vitamin 2) Perbanyak minum air putih (8 gelas/hari) 3) Makan enak &amp; istirahat cukup 4) Stalking akun mantan... 😂💪 #PapaEko,Hoaks
2020-03-02 13:10:56+00:00,primitisme,"cara mencegah infeksi virus: 1. jaga hiegienitas 2. kalo kerasa ga enak badan, bedrest, minum air putih yg cukup 3. batasin keluar ke tempat kerumunan (droplet corona itu bisa menyebar kalo jaraknya 1 m, ada di who) 4. batasin makan di sembarang tempat. usahakan dibungkus aja.",NonHoaks
2020-03-02 13:02:36+00:00,indonesiabaru_,"Untuk mencegah Virus Corona, Setiap hari kita hrs, Mkn Buah dan Sayur. Tidur yg cukup. Minum air putih hangat yg cukup. Olahraga di rumah sampe keringetan. Usahain kena matahari pagi. Dan kalo kluar rmh jgn lupa Cuci Tangan. Cuci Tangan. Cuci Tangan. Jgn pernah bosen.",NonHoaks
2020-03-02 11:15:41+00:00,zee_loy08,"Untuk mencegah Virus Corona, Setiap hari kita hrs, Mkn Buah dan Sayur. Tidur yg cukup. Minum air putih hangat yg cukup. Olahraga di rumah sampe keringetan. Usahain kena matahari pagi. Dan kalo kluar rmh jgn lupa Cuci Tangan. Cuci Tangan. Cuci Tangan. Jgn pernah bosen.",NonHoaks
2020-03-02 11:01:21+00:00,GadaPratama34,"Untuk mencegah Virus Corona, Setiap hari kita hrs, Mkn Buah dan Sayur. Tidur yg cukup. Minum air putih hangat yg cukup. Olahraga di rumah sampe keringetan. Usahain kena matahari pagi. Dan kalo kluar rmh jgn lupa Cuci Tangan. Cuci Tangan. Cuci Tangan. Jgn pernah bosen.",NonHoaks
